bonica.rid,bonica.cid,name,lname,ffname,gender,icpsr,id_fec
cand881,29326031305,"feeney, tom",feeney,tom,M,20315,H2FL00250
cand882,100036858,"diaz balart, mario",diaz balart,mario,M,20316,H2FL25018
cand88215,NA,"lazio 2010, inc",lazio 2010,inc,U,NY:A47955,ny_A47955
cand88283,NA,peace party,peace party,NA,U,NY:A70115,ny_A70115
cand883,2917981482,"marshall, james c jim",marshall,james c jim,M,20317,H0GA08032
cand88319,NA,redlich,redlich,NA,U,NY:A73095,ny_A73095
cand884,5e15,"majette, denise l",majette,denise l,F,20318,H2GA04110
cand88454,NA,hawkins 2010,hawkins 2010,NA,U,NY:A80095,ny_A80095
cand885,3772403472,"gingrey, j phillip",gingrey,j phillip,M,20319,H2GA11149
cand886,2325662520,"burns, o maxie",burns,o maxie,M,20320,H2GA12097
cand887,29325992233,"scott, david albert",scott,david albert,M,20321,H2GA13012
cand88716,NA,"astorino, rob & moss, chris",astorino,rob & moss,M,NY5349967,NY5349967
cand8888,12,"adams, sandy",adams,sandy,F,21120,H0FL24049
cand889,NA,"emanuel, rahm israel",emanuel,rahm israel,M,20323,H2IL05092
cand890,NA,"chocola, j christopher",chocola,j christopher,M,20324,H2IN03111
cand891,3820446011,"king, steven a",king,steven a,M,20325,H2IA05072
cand892,NA,"chandler, ben",chandler,ben,M,20326,H4KY06072
cand893,2735903224,"alexander, rodney",alexander,rodney,M,90327,H2LA05084
cand894,5071343065,"michaud, michael h",michaud,michael h,M,20328,H2ME02097
cand895,29255960301,"ruppersberger, ca dutch",ruppersberger,ca dutch,M,20329,H2MD02160
cand896,3822456215,"van hollen, chris",vanhollen,chris,M,20330,H2MD08126
cand897,5e15,"miller, candice s",miller,candice s,F,20331,H6MI12181
cand898,NA,"mccotter, thaddeus g",mccotter,thaddeus g,M,20332,H2MI00037
cand899,2914973333,"kline, john p jr",kline,john p,M,20333,H8MN06047
cand900,3784637617,"porter, jon sr",porter,jon,M,20334,H0NV01078
cand901,NA,"bradley, joseph e iii",bradley,joseph e,M,20335,H2NH01130
cand902,2587813277,"garrett, e scott",garrett,e scott,M,20336,H8NJ05052
cand903,2379689416,"pearce, stevan e",pearce,stevan e,M,20337,S0NM00041
cand904,4148354981,"bishop, timothy h",bishop,timothy h,M,20338,H2NY01067
cand905,29105846925,"ballance, frank w jr",ballance,frank w,M,20339,H2NC01131
cand906,3818441718,"butterfield, g k",butterfield,g k,M,20340,H4NC01046
cand907,NA,"miller, ralph bradley",miller,ralph bradley,M,20341,H2NC13029
cand908,2748907087,"turner, michael r",turner,michael r,M,20342,H2OH03067
cand909,3822469724,"ryan, timothy j",ryan,timothy j,M,20343,H2OH17109
cand910,2688874262,"cole, tom jeffrey",cole,tom jeffrey,M,20344,H2OK04055
cand911,35529522628,"gerlach, jim",gerlach,jim,M,20345,H2PA06114
cand912,29185862067,"murphy, tim",murphy,tim,M,20346,H2PA18143
cand913,3818420113,"barrett, james gresham",barrett,james gresham,M,20347,H2SC03057
cand914,5031099682,"janklow, william j",janklow,william j,M,20348,H2SD00019
cand915,5e15,"herseth, stephanie m",herseth,stephanie m,F,20349,H2SD00092
cand916,3818440567,"davis, lincoln",davis,lincoln,M,20350,H4TN06051
cand917,5e15,"blackburn, marsha w",blackburn,marsha w,F,20351,H2TN06030
cand918,4098317497,"hensarling, thomas jeb",hensarling,thomas jeb,M,20352,H2TX05121
cand919,31950191247,"neugebauer, robert randolph randy",neugebauer,robert randolph randy,M,20353,H4TX19102
cand919374,4615021096,"mourdock, richard e",mourdock,richard e,M,S2IN00083999,S2IN00083
cand920,29075818111,"bell, r christopher",bell,r christopher,M,20354,H2TX25178
cand921,3980085468,"burgess, michael clifton",burgess,michael clifton,M,20355,H2TX26093
cand922,3991150561,"carter, john rice",carter,john rice,M,20356,H2TX31044
cand923,5412776435,"bishop, robert william",bishop,robert william,M,20357,H2UT01094
cand924,3298167063,"costa, jim",costa,jim,M,20501,H4CA20082
cand925,5623759195,"salazar, john t",salazar,john t,M,20502,H4CO03167
cand92589,2488761226,"gregory, duwayne",gregory,duwayne,M,H6NY02124,H6NY02124
cand927,2494762846,"wasserman schultz, debbie",wasserman schultz,debbie,F,20504,H4FL20023
cand928,29215903639,"price, thomas edmunds",price,thomas edmunds,M,20505,H4GA06087
cand929,3953999167,"westmoreland, lynn a",westmoreland,lynn a,M,20506,H4GA08067
cand930,29105845405,"barrow, john j",barrow,john j,M,20507,H4GA12010
cand931,27555473640,"lipinski, daniel william",lipinski,daniel william,M,20508,H4IL03077
cand932,500003e10,"bean, melissa l",bean,melissa l,F,20509,H2IL08088
cand933,29205950301,"sodrel, michael e",sodrel,michael e,M,20510,H2IN09084
cand934,2630836620,"davis, geoffrey c",davis,geoffrey c,M,20511,H2KY04071
cand935,2938987885,"jindal, bobby",jindal,bobby,M,20512,H4LA00016
cand936,2985003718,"melancon, charles",melancon,charles,M,20513,H4LA03028
cand937,3626205913,"boustany, jr, charles w",boustany,NA,M,20514,H4LA07029
cand939,NA,"carnahan, john russell",carnahan,john russell,M,20516,H0MO00019
cand940,2835947574,"cleaver, emanuel ii",cleaver,emanuel,M,20517,H4MO05234
cand941,4315639655,"fortenberry, jeffrey lane",fortenberry,jeffrey lane,M,20518,H4NE01064
cand941094,NA,"gillmor, paul e",gillmor,paul e,M,H8OH05044999,H8OH05044
cand942,29075811633,"higgins, brian m",higgins,brian m,M,20519,H4NY27076
cand943,3153100217,"kuhl, john r jr",kuhl,john r,M,20520,H4NY29080
cand944,5e15,"foxx, virginia ann",foxx,virginia ann,F,20521,H4NC05146
cand945,3818423657,"mchenry, patrick timothy",mchenry,patrick timothy,M,20522,H4NC10047
cand946,29105839025,"boren, david d",boren,david d,M,20523,H4OK02089
cand947,3822455768,"fitzpatrick, michael g",fitzpatrick,michael g,M,20524,H4PA08074
cand94758,2795924882,"flannery, bryan e & stams, frank m",flannery,bryan e & stams,M,OH13907,OH13907
cand94763,NA,"spisak, dennis & rios, anita",spisak,dennis & rios,U,OH139662,OH139662
cand94764,NA,"matesz, ken & leech, margaret ann",matesz,ken & leech,U,OH139663,OH139663
cand948,500001e10,"schwartz, allyson young",schwartz,allyson young,F,20525,S8PA00163
cand949,1219821439,"dent, charles w",dent,charles w,M,20526,H4PA15087
cand950,3772400835,"gohmert, louis b jr",gohmert,louis b,M,20527,H4TX04039
cand95076,100034233,"petro, jim & padgett, joy",petro,jim & padgett,M,OH18089,OH18089
cand951,3186125238,"poe, ted",poe,ted,M,20528,H4TX02108
cand95193,3121057156,"taft, robert & oconnor, maureen",taft,robert & oconnor,M,OH3780,OH3780
cand952,4927304697,"green, alexander",green,alexander,M,20529,H4TX09095
cand95291,4075295265,"lynch, matt",lynch,matt,M,H4OH14110,H4OH14110
cand953,4123332887,"mccaul, michael",mccaul,michael,M,20530,H4TX10093
cand95395,5e15,"taylor, mary & estruth, nathan d",taylor,mary & estruth,F,OH3396518,OH3396518
cand954,3194120746,"conaway, k michael",conaway,k michael,M,20531,H4TX19136
cand955,29356240191,"marchant, kenny ewell",marchant,kenny ewell,M,20532,H4TX24094
cand956,3284160864,"cuellar, roberto enrique",cuellar,roberto enrique,M,20533,H2TX23082
cand95633,5e15,"feitler, zanna",feitler,zanna,F,OH98711,OH_c_497
cand95641,NA,"fitrakis, robert & rios, anita",fitrakis,robert & rios,U,OH98723,OH98723
cand95642,NA,"fitzgerald, edward",fitzgerald,edward,M,OH98724,OH_c_8069
cand957,NA,"drake, thelma",drake,thelma,F,20534,H4VA02037
cand958,5e15,"mcmorris, cathy",mcmorris,cathy,F,20535,H4WA05077
cand95898,NA,"madorksy, alexander",madorksy,alexander,M,OH99088,OH99088
cand959,4031281110,"reichert, dave",reichert,dave,M,20536,H4WA08071
cand960,5e15,"moore, gwendolynne",moore,gwendolynne,F,20537,H4WI04183
cand96027,NA,"peirce, bill & noble, mark m",peirce,bill & noble,U,OH99278,OH99278
cand963,500001e10,"schmidt, jeannette h",schmidt,jeannette h,F,20540,H6OH02086
cand96319,4674068456,"dunegan, james h",dunegan,james h,M,OK101206,OK101206
cand964,3788074032,"sires, albio",sires,albio,M,20542,H6NJ13191
cand96465,3818434562,"denny, james robert",denny,james robert,M,OK101393,OK101393
cand965,3103035459,"mitchell, harry e",mitchell,harry e,M,20700,H6AZ05067
cand967,3284161623,"mcnerney, jerry",mcnerney,jerry,M,20702,H4CA11081
cand96747,NA,"orza jr, vincent f",orza,vincent f,M,OK101705,OK101705
cand968,33056172710,"mccarthy, kevin",mccarthy,kevin,M,20703,H6CA22125
cand96881,NA,"sullivan jr, robert j",sullivan,robert j,M,OK101855,OK101855
cand969,3818435757,"lamborn, douglas l",lamborn,douglas l,M,20704,H6CO05159
cand96991,29295962689,"edmondson, william andrew drew",edmondson,william andrew drew,M,OK13591,OK13591
cand96994,NA,"hubbard ii, robert sneed",hubbard ii,robert sneed,M,OK139640,OK139640
cand970,111150651,"perlmutter, edwin g",perlmutter,edwin g,M,20705,H6CO07023
cand97058,3820443716,"jackson, roger l",jackson,roger l,M,OK145187,OK145187
cand971,29105822647,"courtney, joe",courtney,joe,M,20706,H2CT02112
cand97100,110061053,"brecheen, josh",brecheen,josh,M,22303,H2OK02315
cand97167,29215905821,"prawdzienski, richard p",prawdzienski,richard p,M,OK18248,ok_b7187d7384
cand97190,29075800195,"askins, jari",askins,jari,U,OK2227,OK2227
cand97195,27816027047,"williamson, james a",williamson,james a,M,OK2825,OK2825
cand972,3149101834,"murphy, christopher scott",murphy,christopher scott,M,20707,H6CT05124
cand97217,3818438941,"henry, brad",henry,brad,M,OK301,OK301
cand97288,5362100701,"brogdon, randall clayton",brogdon,randall clayton,M,OK6628,OK6628
cand973,5e15,"castor, kathy",castor,kathy,F,20708,H6FL11126
cand97319,5362064924,"dorman, joe",dorman,joe,M,OK6660,ok_f40c3e5a1f
cand97325,5e15,"johnson, constance nevlin",johnson,constance nevlin,F,OK6666,S4OK00307
cand97331,3818435755,"lamb, todd",lamb,todd,M,OK6673,ok_32fa10ff26
cand974,29195877267,"buchanan, vernon",buchanan,vernon,M,20709,H6FL13148
cand97421,500001e10,"barton, bridget",barton,bridget,F,OR102765,OR102765
cand97427,3816417795,"cox, tom",cox,tom,M,OR102775,OR102775
cand97448,3818427739,"morley, richard",morley,richard,M,OR102801,OR102801
cand97464,3822461959,"spidal, william e",spidal,william e,M,OR102823,OR102823
cand975,2402720316,"mahoney, tim",mahoney,tim,M,20710,H6FL16059
cand97577,3820445170,"alley, allen hamoud",alley,allen hamoud,M,OR102962,OR102962
cand97596,3820446304,"sizemore, bill",sizemore,bill,M,OR102993,OR102993
cand976,NA,"klein, ron",klein,ron,M,20711,H6FL22040
cand977,3257147967,"johnson, henry c hank jr",johnson,henry c hank,M,20712,H6GA04129
cand978,500001e10,"hirono, mazie k",hirono,mazie k,F,20713,H6HI02251
cand97801,3822456599,"cuff, bruce a",cuff,bruce a,M,OR103291,or_12758
cand97898,5e15,"starrett, mary",starrett,mary,F,OR103430,OR103430
cand979,5281645008,"sali, william t t",sali,william t t,M,20714,H6ID01177
cand980,3818432397,"roskam, peter",roskam,peter,M,20715,H6IL06117
cand98081,3223156792,"spanovich, gary alan",spanovich,gary alan,M,OR103691,OR103691
cand981,NA,"hare, philip g",hare,philip g,M,20716,H6IL17155
cand98169,3822456670,"curtright, w ames",curtright,w ames,M,OR13079,OR13079
cand98170,3911536956,"wilson, jerry",wilson,jerry,M,OR132346,OR132346
cand98171,NA,"dudley, chris",dudley,chris,U,OR132347,OR132347
cand982,2644861916,"donnelly, joseph simon",donnelly,joseph simon,M,20717,H4IN02101
cand98231,NA,"watkins, rex o",watkins,rex o,M,OR141363,OR141363
cand983,4317654902,"ellsworth, brad",ellsworth,brad,M,20718,H6IN08210
cand98300,3026017464,"hill, jim",hill,jim,M,OR15011,OR15011
cand98385,5000837284,"saxton, ron",saxton,ron,M,OR18930,OR18930
cand98398,5e15,"stein, beverly",stein,beverly,F,OR19583,OR19583
cand984,3930830222,"braley, bruce l",braley,bruce l,M,20719,H6IA01098
cand98415,36037423760,"wagner, wes",wagner,wes,M,OR20365,OR20365
cand98482,26571894972,"callahan, mark allen",callahan,mark allen,M,S4OR00172,S4OR00172
cand98499,37214928206,"atkinson, jason a",atkinson,jason a,M,OR3821,OR3821
cand985,5543316656,"loebsack, david w",loebsack,david w,M,20720,H6IA02146
cand98552,500001e10,"kotek, tina",kotek,tina,F,OR6718,OR6718
cand98557,3820439893,"richardson, dennis m",richardson,dennis m,M,OR6723,or_4155
cand98590,NA,"read, tobias",read,tobias,M,OR7773,OR7773
cand986,5e15,"boyda, nancy e e",boyda,nancy e e,F,20721,H4KS02107
cand987,4702114636,"yarmuth, john a",yarmuth,john a,M,20723,H6KY03124
cand988,3492208797,"sarbanes, john peter spyros",sarbanes,john peter spyros,M,20724,H6MD03292
cand989,3818433918,"walberg, timothy l",walberg,timothy l,M,20725,H4MI07103
cand98927,4667066039,"giuliani, rudolph w",giuliani,rudolph w,M,P00003251,P00003251
cand98947,NA,"bauer, gary l",bauer,gary l,M,P00003491,P00003491
cand98958,5432803050,"cain, herman",cain,herman,M,P00003608,P00003608
cand98984,3200129602,"mcreynolds, david",mcreynolds,david,M,P00003889,P00003889
cand98992,NA,"schriner, joe",schriner,joe,M,P00003962,P00003962
cand98993,NA,"bowman, robert marcus sr",bowman,robert marcus,M,P00003970,P00003970
cand99,NA,"roth, william v jr",roth,william v,M,11044,S6DE00016
cand990,3207123769,"walz, timothy j",walz,timothy j,M,20726,H6MN01174
cand99035,NA,"gorman, donald w",gorman,donald w,M,P00004408,P00004408
cand99047,NA,"hess, barry",hess,barry,M,P00004531,P00004531
cand99059,3822465743,"kubby, steven wynn",kubby,steven wynn,M,P00004671,P00004671
cand991,2390718267,"ellison, keith maurice",ellison,keith maurice,M,20727,H6MN05183
cand99123,4154357832,"nader, ralph",nader,ralph,M,P20000527,P20000527
cand992,5e15,"bachmann, michele",bachmann,michele,F,20728,H6MN06074
cand99205,NA,"richardson, darcy g",richardson,darcy g,U,P20001376,P20001376
cand99211,NA,"phillips, howard",phillips,howard,M,P20001434,P20001434
cand99223,NA,"perot, ross",perot,ross,M,P20001558,P20001558
cand99236,NA,"hagelin, john samuel",hagelin,john samuel,M,P20001681,P20001681
cand99261,3238136186,"mosler, warren bruce bruce",mosler,warren bruce bruce,M,P20001939,P20001939
cand99299,NA,"davis, l john jr",davis,l john,M,P20002325,P20002325
cand993,4924273456,"smith, adrian",smith,adrian,M,20729,H6NE03115
cand99309,4130339282,"terry, randall a",terry,randall a,M,P20002424,P20002424
cand99321,NA,"pawlenty, timothy",pawlenty,timothy,M,P20002556,P20002556
cand99322,5442803211,"karger, fred",karger,fred,M,P20002564,P20002564
cand99325,NA,"blankenship, jared",blankenship,jared,M,P20002598,P20002598
cand99333,100033381,"johnson, gary earl",johnson,gary earl,M,P20002671,P20002671
cand99337,NA,"west, allen",west,allen,M,P20002713,P20002713
cand99342,NA,"gary, roger v",gary,roger v,M,P20002770,P20002770
cand99345,5e15,"barr, roseanne",barr,roseanne,F,P20002804,P20002804
cand99348,NA,"hill, christopher v",hill,christopher v,M,P20002838,P20002838
cand99349,NA,"moloney, michael j",moloney,michael j,M,P20002846,P20002846
cand99350,4068311118,"farnsworth, verl",farnsworth,verl,M,P20002853,P20002853
cand99360,NA,"wrights, roger lee",wrights,roger lee,M,P20002952,P20002952
cand99383,NA,"reed, jill ann",reed,jill ann,F,P20003208,P20003208
cand99391,32076519601,"perry, james r rick",perry,james r rick,M,P20003281,P20003281
cand99399,NA,"harris, richardjason satawk",harris,richardjason satawk,U,P20003364,P20003364
cand994,28489401105,"heller, dean",heller,dean,M,20730,H6NV02164
cand99460,5e15,"stein, jill",stein,jill,F,P20003984,P20003984
cand99468,5854852873,"wells, robert carr jr",wells,robert carr,M,P20004065,P20004065
cand99487,NA,"anderson, ross c rocky",anderson,ross c rocky,M,P20004263,P20004263
cand995,500003e10,"shea porter, carol",shea porter,carol,F,20731,H6NH01230
cand99502,NA,"greenleaf, stewart j",greenleaf,stewart j,M,P20004412,P20004412
cand99527,NA,"lopez, christina vice pres",lopez,christina vice pres,F,P20004669,P20004651
cand996,3308160795,"hodes, paul w",hodes,paul w,M,20732,H4NH02175
cand99601,NA,"kreml, william p",kreml,william p,M,P40000564,P40000564
cand997,5e15,"clarke, yvette",clarke,yvette,F,20733,H4NY11138
cand99764,NA,"dean, howard",dean,howard,M,P40002214,P40002214
cand99771,NA,"wojciechowski, lucian",wojciechowski,lucian,M,P40002289,P40002289
cand99780,2605830436,"nolan, gary p",nolan,gary p,M,P40002388,P40002388
cand99782,2401730442,"sharpton, alfred c",sharpton,alfred c,M,P40002404,P40002404
cand99795,3720254391,"badnarik, michael",badnarik,michael,M,P40002537,P40002537
cand998,4618031284,"hall, john joseph",hall,john joseph,M,20734,H6NY19144
cand99819,NA,"clark, wesley k",clark,wesley k,M,P40002792,P40002792
cand99839,2531788025,"russo, aaron",russo,aaron,M,P40002990,P40002990
cand99848,NA,"cobb, david keith",cobb,david keith,M,P40003097,P40003097
cand99865,5653910843,"peroutka, michael anthony",peroutka,michael anthony,M,P40003261,P40003261
cand999,5e15,"gillibrand, kirsten elizabeth",gillibrand,kirsten elizabeth,F,20735,H6NY20167
cand99901,NA,"larouche, lyndon h jr",larouche,lyndon h,M,P60000452,P60000452
cand9992893,NA,california republican assembly independent expenditure committee,california republican assembly independent expenditure committee,NA,NA,CA_CP1052010,CA_CP1052010
cand9993665,29075823027,"simon, william e",simon,william e,M,CA_CP1233478,CA_CP1233478
cand9994252,NA,women for arnold sponsored by the republican pro choice coalition,women for arnold sponsored by the republican pro choice coalition,NA,NA,CA_CP1257936,CA_CP1257936
cand9994818,NA,"mac murray, john p",mac murray,john p,M,CA_CP1281802,CA_CP1281802
cand9994898,NA,"californians for a better government, a coalition",californians for a better government,a coalition,NA,CA_CP1285498,CA_CP1285498
cand9995056,NA,"fair public policy coalition, a committee",fair public policy coalition,a committee,NA,CA_CP1291660,CA_CP1291660
cand99955,NA,"harder, heather anne",harder,heather anne,F,P60003035,P60003035
cand99956,NA,"browne, harry",browne,harry,M,P60003043,P60003043
cand9995639,2863946815,"marciano, georges",marciano,georges,M,CA_CP1317751,CA_CP1317751
cand9995688,3470199949,"jones, brian w",jones,brian w,M,H8CA52037,H8CA52037
cand9995886,NA,"alliance for a better california 2010, a coalition",alliance for a better california 2010,a coalition,NA,CA_CP1329699,CA_CP1329699
cand9995893,NA,"brown for governor 2010, california state council",brown for governor 2010,california state council,F,CA_CP1330657,CA_CP1330657
cand9995898,NA,campaign for civic participation,campaign for civic participation,NA,NA,CA_CP1331245,CA_CP1331245
cand99959,3788109399,"keyes, alan l",keyes,alan l,M,P60003076,P60003076
cand9995911,NA,brown for governor 2010 sponsored by the san diego and imperial counties labor council; el cambio empieza el martes to support jerry,"brown for governor 2010 sponsored by the san diego & imperial counties labor
council; el cambio empieza el martes to support jerry",NA,NA,CA_CP1331996,CA_CP1331996
cand9995916,NA,"international brotherhood of rical workers local 569 committee on political
education ibew local 569 cope, jerry","international brotherhood of rical workers local 569 committee on political
education ibew local 569 cope",jerry,M,CA_CP1332191,CA_CP1332191
cand99960,NA,"collins, charles e",collins,charles e,M,P60003084,P60003084
cand9996577,4160383151,"hadley, david",hadley,david,M,CA_CP1359993,CA_CP1359993
cand9996610,32373568330,"kuo, peter",kuo,peter,M,H6CA17158,H6CA17158
cand9996649,28945636777,"kashkari, neel t",kashkari,neel t,M,CA_CP1362971,CA_CP1362971
cand9996664,NA,"kashkari for governor 2014, taxpayers supporting",kashkari for governor 2014,taxpayers supporting,NA,CA_CP1363401,CA_CP1363401
cand9997014,NA,kashkari for governor 2014; californians for,kashkari for governor 2014; californians for,NA,NA,CA_CP1366871,CA_CP1366871
cand9997214,NA,"garcia, raul",garcia,raul,M,H4CA23151,H4CA23151
cand9997219,100036374,"rab, aejaz raji",rab,aejaz raji,U,H4CA30123,H4CA30123
cand9997228,500003e10,"metcalfe, margaret mcdonald glover",metcalfe,margaret mcdonald glover,F,H4GU00021,H4GU00021
cand9997229,4073302571,"wright, edward benedict",wright,edward benedict,M,H4IA03131,H4IA03131
